date,year,month,day,station,temperature,salinity
2009-05-19,2009,5,19,CCE1,14.607370833333334,33.109466104166664
2009-05-20,2009,5,20,CCE1,13.214558333333335,33.0898635
2009-05-21,2009,5,21,CCE1,12.587485416666667,33.200973
2009-05-22,2009,5,22,CCE1,14.775875,33.13402845833333
2009-05-23,2009,5,23,CCE1,15.005235416666666,33.15680416666667
2009-05-24,2009,5,24,CCE1,14.83966875,33.08819329166666
2009-05-25,2009,5,25,CCE1,14.633154166666666,33.0309279375
2009-05-26,2009,5,26,CCE1,14.392677083333334,33.064190833333335
2009-05-27,2009,5,27,CCE1,12.914172916666667,33.0792813125
2009-05-28,2009,5,28,CCE1,13.554591666666667,33.070079916666664
2009-05-29,2009,5,29,CCE1,12.931577083333332,33.0769159375
2009-05-30,2009,5,30,CCE1,13.397187500000001,33.093347208333334
2009-05-31,2009,5,31,CCE1,13.3961625,33.078562291666664
2009-06-01,2009,6,1,CCE1,13.788962499999998,33.016332291666664
2009-06-02,2009,6,2,CCE1,13.492531249999999,33.059271875
2009-06-03,2009,6,3,CCE1,13.587166666666667,33.0404353125
2009-06-04,2009,6,4,CCE1,13.846729166666668,33.0570310625
2009-06-05,2009,6,5,CCE1,12.6475375,32.988612249999996
2009-06-06,2009,6,6,CCE1,12.479114583333333,33.01092147916667
2009-06-07,2009,6,7,CCE1,12.606510416666666,33.00597916666667
2009-06-08,2009,6,8,CCE1,12.427066666666667,33.01954785416667
2009-06-09,2009,6,9,CCE1,12.63365625,33.264175270833334
2009-06-10,2009,6,10,CCE1,12.157129166666666,33.304924291666666
2009-06-11,2009,6,11,CCE1,11.40946875,33.33560539583333
2009-06-12,2009,6,12,CCE1,11.627585416666667,33.30048760416667
2009-06-13,2009,6,13,CCE1,11.40265,33.405840625
2009-06-14,2009,6,14,CCE1,11.136502083333333,33.64275472916667
2009-06-15,2009,6,15,CCE1,11.213725000000002,33.45186366666667
2009-06-16,2009,6,16,CCE1,11.661183333333334,33.313915625
2009-06-17,2009,6,17,CCE1,11.955047916666667,33.25886002083333
2009-06-18,2009,6,18,CCE1,12.50996875,33.26865322916667
2009-06-19,2009,6,19,CCE1,12.3667625,33.26059464583333
2009-06-20,2009,6,20,CCE1,12.899779166666667,33.36950335416667
2009-06-21,2009,6,21,CCE1,12.63071875,33.314112625
2009-06-22,2009,6,22,CCE1,13.225079166666667,33.24824329166667
2009-06-23,2009,6,23,CCE1,12.7898625,33.224649854166664
2009-06-24,2009,6,24,CCE1,13.975183333333334,33.33248758333333
2009-06-25,2009,6,25,CCE1,13.52046875,33.24622535416667
2009-06-26,2009,6,26,CCE1,13.230722916666666,33.16314658333334
2009-06-27,2009,6,27,CCE1,12.690472916666666,33.070206
2009-06-28,2009,6,28,CCE1,11.785227083333332,32.91591039583333
2009-06-29,2009,6,29,CCE1,12.488233333333334,33.069109812499995
2009-06-30,2009,6,30,CCE1,12.889272916666668,32.959443604166665
2009-07-01,2009,7,1,CCE1,13.534002083333334,32.997252875
2009-07-02,2009,7,2,CCE1,12.713795833333334,32.953418041666666
2009-07-03,2009,7,3,CCE1,12.40395625,32.94853304166667
2009-07-04,2009,7,4,CCE1,12.821320833333333,32.970879208333336
2009-07-05,2009,7,5,CCE1,12.506356250000001,32.9722398125
2009-07-06,2009,7,6,CCE1,13.029850000000001,32.97069135416667
2009-07-07,2009,7,7,CCE1,12.911837499999999,32.94923260416667
2009-07-08,2009,7,8,CCE1,12.8886375,32.93738422916667
2009-07-09,2009,7,9,CCE1,13.166710416666668,32.93998916666667
2009-07-10,2009,7,10,CCE1,14.061172916666665,33.064686458333334
2009-07-11,2009,7,11,CCE1,14.412833333333333,33.04388427083333
2009-07-12,2009,7,12,CCE1,14.344160416666668,32.992714291666665
2009-07-13,2009,7,13,CCE1,14.20473125,32.998454375
2009-07-14,2009,7,14,CCE1,14.041214583333334,33.08856364583333
2009-07-15,2009,7,15,CCE1,14.524560416666667,33.19295697916667
2009-07-16,2009,7,16,CCE1,13.786789583333332,33.110042625
2009-07-17,2009,7,17,CCE1,13.361954166666665,32.9874744375
2009-07-18,2009,7,18,CCE1,13.74635625,33.082322125
2009-07-19,2009,7,19,CCE1,15.287041666666667,33.268993395833334
2009-07-20,2009,7,20,CCE1,14.338724999999998,33.077433354166665
2009-07-21,2009,7,21,CCE1,13.069860416666666,32.90722439583333
2009-07-22,2009,7,22,CCE1,14.25930625,33.096213999999996
2009-07-23,2009,7,23,CCE1,16.10898333333333,33.2894575625
2009-07-24,2009,7,24,CCE1,15.165420833333334,33.189161125
2009-07-25,2009,7,25,CCE1,14.292774999999999,33.00671002083333
2009-07-26,2009,7,26,CCE1,13.754475,32.981435125
2009-07-27,2009,7,27,CCE1,13.7746625,33.01702241666667
2009-07-28,2009,7,28,CCE1,14.494077083333332,33.115595166666665
2009-07-29,2009,7,29,CCE1,14.84055625,33.25557122916667
2009-07-30,2009,7,30,CCE1,16.018066666666666,33.259413333333335
2009-07-31,2009,7,31,CCE1,16.320983333333334,33.259606312500004
2009-08-01,2009,8,1,CCE1,15.502862499999999,33.2640885625
2009-08-02,2009,8,2,CCE1,15.143677083333332,33.28893810416667
2009-08-03,2009,8,3,CCE1,15.121816666666668,33.285726437499996
2009-08-04,2009,8,4,CCE1,14.746839583333333,33.22437308333333
2009-08-05,2009,8,5,CCE1,14.103652083333332,33.115651729166665
2009-08-06,2009,8,6,CCE1,14.514818750000002,33.2256023125
2009-08-07,2009,8,7,CCE1,14.33294375,33.24477904166667
2009-08-08,2009,8,8,CCE1,14.403222916666666,33.230780520833335
2009-08-09,2009,8,9,CCE1,14.028904166666665,33.2349688125
2009-08-10,2009,8,10,CCE1,14.184047916666666,33.234909625
2009-08-11,2009,8,11,CCE1,14.299533333333335,33.27616722916667
2009-08-12,2009,8,12,CCE1,15.62353125,33.28025175
2009-08-13,2009,8,13,CCE1,16.147341666666666,33.2705423125
2009-08-14,2009,8,14,CCE1,16.634266666666665,33.3114000625
2009-08-15,2009,8,15,CCE1,16.68910625,33.30127245833334
2009-08-16,2009,8,16,CCE1,17.473477083333332,33.364497791666665
2009-08-17,2009,8,17,CCE1,17.345152083333335,33.39075014583333
2009-08-18,2009,8,18,CCE1,17.753239583333333,33.34137097916666
2009-08-19,2009,8,19,CCE1,18.07079375,33.33269772916667
2009-08-20,2009,8,20,CCE1,18.025545833333336,33.346684770833335
2009-08-21,2009,8,21,CCE1,18.0306875,33.36303370833333
2009-08-22,2009,8,22,CCE1,17.909302083333333,33.3658431875
2009-08-23,2009,8,23,CCE1,17.406839583333333,33.32176552083333
2009-08-24,2009,8,24,CCE1,16.727037499999998,33.24950495833333
2009-08-25,2009,8,25,CCE1,16.224870833333334,33.1522823125
2009-08-26,2009,8,26,CCE1,15.711995833333333,33.1561943125
2009-08-27,2009,8,27,CCE1,14.73281875,33.00181683333333
2009-08-28,2009,8,28,CCE1,14.649447916666666,32.95210339583333
2009-08-29,2009,8,29,CCE1,15.0729375,32.97803341666667
2009-08-30,2009,8,30,CCE1,16.36276666666667,33.04033297916667
2009-08-31,2009,8,31,CCE1,16.969745833333334,33.054477166666665
2009-09-01,2009,9,1,CCE1,17.02588125,33.05688064583333
2009-09-02,2009,9,2,CCE1,17.34089375,33.10297589583333
2009-09-03,2009,9,3,CCE1,17.54790625,33.07774975
2009-09-04,2009,9,4,CCE1,17.54743125,33.10786585416667
2009-09-05,2009,9,5,CCE1,17.567833333333333,33.09392008333334
2009-09-06,2009,9,6,CCE1,17.584166666666665,33.084287124999996
2009-09-07,2009,9,7,CCE1,17.785560416666666,33.09066995833333
2009-09-08,2009,9,8,CCE1,18.024114583333333,33.10456075
2009-09-09,2009,9,9,CCE1,17.968295833333332,33.117921395833335
2009-09-10,2009,9,10,CCE1,17.74620416666667,33.11965014583333
2009-09-11,2009,9,11,CCE1,17.602404166666666,33.1032620625
2009-09-12,2009,9,12,CCE1,17.90741875,33.118362958333336
2009-09-13,2009,9,13,CCE1,17.58401041666667,33.113059604166665
2009-09-14,2009,9,14,CCE1,18.004383333333333,33.13796383333334
2009-09-15,2009,9,15,CCE1,18.022283333333334,33.12335497916667
2009-09-16,2009,9,16,CCE1,18.063585416666665,33.104194416666665
2009-09-17,2009,9,17,CCE1,18.223258333333334,33.093884875
2009-09-18,2009,9,18,CCE1,18.396727083333335,33.08232616666667
2009-09-19,2009,9,19,CCE1,18.365483333333334,33.06766758333333
2009-09-20,2009,9,20,CCE1,18.11078541666667,33.058784124999995
2009-09-21,2009,9,21,CCE1,16.959837500000003,33.02120027083333
2009-09-22,2009,9,22,CCE1,17.707518750000002,33.108622833333335
2009-09-23,2009,9,23,CCE1,17.410254166666665,33.15448689583334
2009-09-24,2009,9,24,CCE1,17.728902083333335,33.07823302083333
2009-09-25,2009,9,25,CCE1,17.0879,33.03407702083333
2009-09-26,2009,9,26,CCE1,16.749977083333334,33.06948641666667
2009-09-27,2009,9,27,CCE1,17.200356250000002,33.061050208333334
2009-09-28,2009,9,28,CCE1,16.912641666666666,33.03320860416667
2009-09-29,2009,9,29,CCE1,17.207133333333335,33.04381185416667
2009-09-30,2009,9,30,CCE1,17.40773125,33.036871437500004
2009-10-01,2009,10,1,CCE1,17.974166666666665,33.0859798125
2009-10-02,2009,10,2,CCE1,17.99903958333333,33.09595675
2009-10-03,2009,10,3,CCE1,17.882506250000002,33.088878375
2009-10-04,2009,10,4,CCE1,17.603939583333332,33.07641970833333
2009-10-05,2009,10,5,CCE1,17.304858333333332,33.100449000000005
2009-10-06,2009,10,6,CCE1,17.0587625,33.1211500625
2009-10-07,2009,10,7,CCE1,16.805910416666666,33.104071
2009-10-08,2009,10,8,CCE1,16.445397916666668,33.149062416666666
2009-10-09,2009,10,9,CCE1,16.396470833333336,33.1293588125
2009-10-10,2009,10,10,CCE1,16.796622916666667,33.10150560416667
2009-10-11,2009,10,11,CCE1,16.8266375,33.1077676875
2009-10-12,2009,10,12,CCE1,17.452564583333334,33.12200216666667
2009-10-13,2009,10,13,CCE1,17.30338958333333,33.086894
2009-10-14,2009,10,14,CCE1,16.42369375,33.131610875
2009-10-15,2009,10,15,CCE1,16.127435416666668,33.19352552083333
2009-10-16,2009,10,16,CCE1,17.198175,33.166035125
2009-10-17,2009,10,17,CCE1,17.496585416666665,33.10658429166667
2009-10-18,2009,10,18,CCE1,17.642027083333335,33.10333825
2009-10-19,2009,10,19,CCE1,17.721241666666668,33.11078570833333
2009-10-20,2009,10,20,CCE1,17.719222916666666,33.1160465
2009-10-21,2009,10,21,CCE1,17.464914583333336,33.1210284375
2009-10-22,2009,10,22,CCE1,17.2229,33.1325766875
2009-10-23,2009,10,23,CCE1,17.069343749999998,33.13580827083333
2009-10-24,2009,10,24,CCE1,17.0488875,33.1647951875
2009-10-25,2009,10,25,CCE1,17.078822916666667,33.176595604166664
2009-10-26,2009,10,26,CCE1,17.070972916666665,33.194815229166664
2009-10-27,2009,10,27,CCE1,16.853066666666667,33.17282464583334
2009-10-28,2009,10,28,CCE1,16.799441666666667,33.188267208333336
2009-10-29,2009,10,29,CCE1,16.2872875,33.15129625
2009-10-30,2009,10,30,CCE1,15.515204166666665,33.160273833333335
2009-10-31,2009,10,31,CCE1,15.243022916666668,33.16434260416667
2009-11-01,2009,11,1,CCE1,15.580170833333334,33.170239875
2009-11-02,2009,11,2,CCE1,15.02411875,33.159196125
2009-11-03,2009,11,3,CCE1,14.969879166666667,33.163717625
2009-11-04,2009,11,4,CCE1,15.354135416666667,33.17091308333333
2009-11-05,2009,11,5,CCE1,16.21258333333333,33.175397895833335
2009-11-06,2009,11,6,CCE1,16.239804166666666,33.17954610416667
2009-11-07,2009,11,7,CCE1,16.303620833333333,33.15354008333333
2009-11-08,2009,11,8,CCE1,16.184,33.1668514375
2009-11-09,2009,11,9,CCE1,16.061452083333332,33.17515075
2009-11-10,2009,11,10,CCE1,15.8117,33.1905515
2009-11-11,2009,11,11,CCE1,15.635827083333332,33.193025125
2009-11-12,2009,11,12,CCE1,15.73825,33.19809029166667
2009-11-13,2009,11,13,CCE1,15.865016666666667,33.189637624999996
2009-11-14,2009,11,14,CCE1,15.924900000000001,33.196156520833334
2009-11-15,2009,11,15,CCE1,15.783308333333332,33.18838597916667
2009-11-16,2009,11,16,CCE1,15.643195833333332,33.1920469375
2009-11-17,2009,11,17,CCE1,15.742460416666667,33.20264145833333
2009-11-18,2009,11,18,CCE1,15.805804166666666,33.23079664583333
2009-11-19,2009,11,19,CCE1,15.628160416666667,33.201610083333335
2009-11-20,2009,11,20,CCE1,15.623154166666666,33.20080164583333
2009-11-21,2009,11,21,CCE1,15.554304166666666,33.19889091666666
2009-11-22,2009,11,22,CCE1,15.396166666666666,33.20407272916667
2009-11-23,2009,11,23,CCE1,15.355029166666666,33.21579175
2009-11-24,2009,11,24,CCE1,15.345091666666667,33.2313319375
2009-11-25,2009,11,25,CCE1,15.285475,33.2161964375
2009-11-26,2009,11,26,CCE1,14.999010416666666,33.1664188125
2009-11-27,2009,11,27,CCE1,15.077166666666665,33.180669583333334
2009-11-28,2009,11,28,CCE1,14.908977083333333,33.168340020833334
2009-11-29,2009,11,29,CCE1,14.557,33.1344765625
2009-11-30,2009,11,30,CCE1,14.945010416666667,33.19831172916667
2009-12-01,2009,12,1,CCE1,14.788537499999999,33.17932960416667
2009-12-02,2009,12,2,CCE1,14.1055,33.150610125
2009-12-03,2009,12,3,CCE1,14.820989583333334,33.19380270833333
2009-12-04,2009,12,4,CCE1,14.780108333333333,33.1923915625
2009-12-05,2009,12,5,CCE1,14.895666666666665,33.218225645833336
2009-12-06,2009,12,6,CCE1,14.75863125,33.198240104166665
2009-12-07,2009,12,7,CCE1,14.703291666666667,33.19498939583333
2009-12-08,2009,12,8,CCE1,14.664429166666666,33.198064458333334
2009-12-09,2009,12,9,CCE1,14.819049999999999,33.229720791666665
2009-12-10,2009,12,10,CCE1,15.010085416666668,33.26490277083334
2009-12-11,2009,12,11,CCE1,15.074735416666668,33.25409320833334
2009-12-12,2009,12,12,CCE1,14.952856250000002,33.249703958333335
2009-12-13,2009,12,13,CCE1,14.783925000000002,33.207363
2009-12-16,2009,12,16,CCE1,14.537631249999999,33.165143083333334
2009-12-17,2009,12,17,CCE1,13.946625,33.148868854166665
2009-12-18,2009,12,18,CCE1,13.6506125,33.091075833333335
2009-12-19,2009,12,19,CCE1,13.480983333333334,33.101638791666666
2009-12-20,2009,12,20,CCE1,13.328766666666667,33.0775951875
2009-12-21,2009,12,21,CCE1,13.105718750000001,33.100661625
2009-12-22,2009,12,22,CCE1,13.551662499999999,33.11293922916666
2009-12-23,2009,12,23,CCE1,14.080491666666667,33.12828295833334
2009-12-24,2009,12,24,CCE1,13.896756250000001,33.112647208333335
2009-12-25,2009,12,25,CCE1,14.164072916666667,33.104151520833334
2009-12-26,2009,12,26,CCE1,14.761431250000001,33.1197295625
2009-12-27,2009,12,27,CCE1,14.094462499999999,33.096790625000004
2009-12-28,2009,12,28,CCE1,13.379379166666666,33.084277916666665
2009-12-29,2009,12,29,CCE1,12.965704166666667,33.148605395833336
2009-12-30,2009,12,30,CCE1,12.934545833333333,33.123952333333335
2009-12-31,2009,12,31,CCE1,13.12178125,33.1251569375
2010-01-01,2010,1,1,CCE1,13.126722916666667,33.14183091666667
2010-01-02,2010,1,2,CCE1,13.023127083333334,33.12341979166667
2010-01-03,2010,1,3,CCE1,12.649152083333334,33.06953414583334
2010-01-04,2010,1,4,CCE1,12.956339583333333,33.065749000000004
2010-01-05,2010,1,5,CCE1,13.287397916666668,33.10035772916667
2010-01-06,2010,1,6,CCE1,13.37579375,33.09986429166667
2010-01-07,2010,1,7,CCE1,13.140095833333334,33.122701229166665
2010-01-08,2010,1,8,CCE1,13.105914583333332,33.113848624999996
2010-01-09,2010,1,9,CCE1,12.90446875,33.067904875
2010-01-10,2010,1,10,CCE1,12.871554166666668,33.06377954166667
2010-01-11,2010,1,11,CCE1,13.012477083333332,33.0329701875
2010-01-12,2010,1,12,CCE1,12.961441666666666,33.040568666666665
2010-01-13,2010,1,13,CCE1,13.2156375,33.076148958333334
2010-01-14,2010,1,14,CCE1,13.051204166666666,33.15185385416667
2010-01-15,2010,1,15,CCE1,12.4156375,33.08393983333333
2010-01-16,2010,1,16,CCE1,12.4549375,33.1068134375
2010-01-17,2010,1,17,CCE1,12.601754166666666,33.11541822916667
2010-01-17,2010,1,17,CCE2,13.210841666666667,33.344429125
2010-01-18,2010,1,18,CCE1,12.74215625,33.128415249999996
2010-01-18,2010,1,18,CCE2,13.407168749999999,33.34268208333334
2010-01-19,2010,1,19,CCE1,13.274729166666667,33.121021416666665
2010-01-19,2010,1,19,CCE2,13.593588541666668,33.347887729166665
2010-01-20,2010,1,20,CCE1,13.278570833333333,33.06994004166666
2010-01-20,2010,1,20,CCE2,13.386392708333332,33.319449
2010-01-21,2010,1,21,CCE1,13.465504166666667,33.049539770833334
2010-01-21,2010,1,21,CCE2,13.655904166666666,33.296694135416665
2010-01-22,2010,1,22,CCE1,13.415510416666665,33.03427116666666
2010-01-22,2010,1,22,CCE2,13.674624999999999,33.25919753125
2010-01-23,2010,1,23,CCE1,13.408047916666668,33.01694533333333
2010-01-23,2010,1,23,CCE2,13.710465625,33.24343176041666
2010-01-24,2010,1,24,CCE1,13.421172916666668,33.030474625000004
2010-01-24,2010,1,24,CCE2,13.746418749999998,33.23919114583333
2010-01-25,2010,1,25,CCE1,13.364937500000002,33.067483395833335
2010-01-25,2010,1,25,CCE2,13.713868750000001,33.25574336458333
2010-01-26,2010,1,26,CCE1,13.027160416666668,33.136138145833335
2010-01-26,2010,1,26,CCE2,13.826902083333332,33.301024114583335
2010-01-27,2010,1,27,CCE1,13.0931375,33.167119979166664
2010-01-27,2010,1,27,CCE2,13.80861875,33.32133071875
2010-01-28,2010,1,28,CCE1,13.269577083333333,33.125392437500004
2010-01-28,2010,1,28,CCE2,13.677770833333334,33.314787843750004
2010-01-29,2010,1,29,CCE1,13.124333333333333,33.08033941666667
2010-01-29,2010,1,29,CCE2,13.205405208333334,33.318596166666666
2010-01-30,2010,1,30,CCE1,13.01910625,33.1254755
2010-01-30,2010,1,30,CCE2,13.598785416666667,33.29356079166667
2010-01-31,2010,1,31,CCE1,12.996633333333333,33.14296814583333
2010-01-31,2010,1,31,CCE2,13.688089583333332,33.27581979166667
2010-02-01,2010,2,1,CCE1,12.9215625,33.1568671875
2010-02-01,2010,2,1,CCE2,13.638503125,33.22627215625
2010-02-02,2010,2,2,CCE1,13.037866666666666,33.170121333333334
2010-02-02,2010,2,2,CCE2,13.566739583333332,33.27172153125
2010-02-03,2010,2,3,CCE1,13.071327083333335,33.117905416666666
2010-02-03,2010,2,3,CCE2,13.532745833333335,33.28705173958333
2010-02-04,2010,2,4,CCE1,13.029077083333334,33.115802333333335
2010-02-04,2010,2,4,CCE2,13.600101041666667,33.26199623958333
2010-02-05,2010,2,5,CCE1,12.852075,33.11895664583333
2010-02-05,2010,2,5,CCE2,13.626826041666668,33.23631257291667
2010-02-06,2010,2,6,CCE1,12.880635416666665,33.154326375000004
2010-02-06,2010,2,6,CCE2,13.6617125,33.28976892708334
2010-02-07,2010,2,7,CCE1,13.02828125,33.15694435416667
2010-02-07,2010,2,7,CCE2,13.606991666666666,33.30160741666666
2010-02-08,2010,2,8,CCE1,13.2051,33.13029372916667
2010-02-08,2010,2,8,CCE2,13.679321875,33.293748729166666
2010-02-09,2010,2,9,CCE1,13.003989583333334,33.089036166666666
2010-02-09,2010,2,9,CCE2,13.707655208333334,33.29324446875
2010-02-10,2010,2,10,CCE1,13.067179166666667,33.09711772916666
2010-02-10,2010,2,10,CCE2,13.716754166666666,33.2937586875
2010-02-11,2010,2,11,CCE1,13.060583333333334,33.028463875
2010-02-11,2010,2,11,CCE2,13.667941666666666,33.29096763541667
2010-02-12,2010,2,12,CCE1,12.957435416666668,33.036680395833336
2010-02-12,2010,2,12,CCE2,13.570883333333333,33.273850843750004
2010-02-13,2010,2,13,CCE1,12.818583333333335,33.0502140625
2010-02-13,2010,2,13,CCE2,13.594517708333333,33.26073794791667
2010-02-14,2010,2,14,CCE1,13.006547916666667,33.04235379166666
2010-02-14,2010,2,14,CCE2,13.577659375000001,33.223433625
2010-02-15,2010,2,15,CCE1,13.13609375,32.99068191666667
2010-02-15,2010,2,15,CCE2,13.451628125,33.249628270833334
2010-02-16,2010,2,16,CCE1,13.260514583333332,32.9424801875
2010-02-16,2010,2,16,CCE2,13.512329166666667,33.265031406249996
2010-02-17,2010,2,17,CCE1,13.028185416666666,32.85620370833333
2010-02-17,2010,2,17,CCE2,13.341772916666665,33.25169736458333
2010-02-18,2010,2,18,CCE1,12.855814583333334,32.889964291666665
2010-02-18,2010,2,18,CCE2,13.417602083333334,33.25679220833333
2010-02-19,2010,2,19,CCE1,12.728900000000001,32.90986414583333
2010-02-19,2010,2,19,CCE2,13.379413541666667,33.26080708333333
2010-02-20,2010,2,20,CCE1,12.614543750000001,32.95562879166666
2010-02-20,2010,2,20,CCE2,13.170989583333332,33.26365889583334
2010-02-21,2010,2,21,CCE1,12.81721875,32.99604491666667
2010-02-21,2010,2,21,CCE2,13.09810625,33.26487229166667
2010-02-22,2010,2,22,CCE1,12.754391666666665,33.00773279166667
2010-02-22,2010,2,22,CCE2,13.197011458333334,33.26740930208333
2010-02-23,2010,2,23,CCE1,12.781872916666666,33.009736395833336
2010-02-23,2010,2,23,CCE2,13.108005208333333,33.27985759375
2010-02-24,2010,2,24,CCE1,12.897027083333334,32.99771179166667
2010-02-24,2010,2,24,CCE2,13.360623958333333,33.272242114583335
2010-02-25,2010,2,25,CCE1,12.90171875,32.986252791666665
2010-02-25,2010,2,25,CCE2,13.570358333333333,33.305008281250004
2010-02-26,2010,2,26,CCE1,12.974816666666667,32.950767729166664
2010-02-26,2010,2,26,CCE2,13.404139583333333,33.26172602083333
2010-02-27,2010,2,27,CCE1,13.206195833333332,32.954775687499996
2010-02-27,2010,2,27,CCE2,13.415140625,33.22519527083333
2010-02-28,2010,2,28,CCE1,13.495533333333334,32.9204328125
